content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,tweet_without_stopwords
pandemi begini kita jadi lebih aware lagi sama sakit ringan sekalipun. dengan yesdok semua keluhan langsung terjawab,5,0.25,0.25,Positive,pandemi begini kita jadi lebih aware lagi sama sakit ringan sekalipun. dengan yesdok semua keluhan langsung terjawab
"aplikasi yesdok recommended banget deh. bisa konsultasi gratis sampai pembelian obat, ga perlu ribet dehh",5,0.0,0.0,Positive,"aplikasi yesdok recommended banget deh. bisa konsultasi gratis sampai pembelian obat, ga perlu ribet dehh"
"seneng banget bisa ngobrol langsung dengan dokter pilihan aku sendiri. yesdok pelayanannya memang premium, seneng deh",5,0.0,0.0,Positive,"seneng banget bisa ngobrol langsung dengan dokter pilihan aku sendiri. yesdok pelayanannya memang premium, seneng deh"
minggu lalu aku batuk ga berhenti jadi takut covid untung pake yesdok jadi bisa konsultasi dengan mudah,5,0.0,0.0,Positive,minggu lalu aku batuk ga berhenti jadi takut covid untung pake yesdok jadi bisa konsultasi dengan mudah
yesdok sangat membantu aku banget untuk konsultasi dokter dengan mudah dalam genggaman,5,0.0,0.0,Positive,yesdok sangat membantu aku banget untuk konsultasi dokter dengan mudah dalam genggaman
"saat banyaknya rumor virus, sakit demam aja dikira covid. untung aku bisa konsultasi di yesdok. layanan dokternya 24 jam dan ramah ramah banget loh",5,0.0,0.0,Positive,"saat banyaknya rumor virus, sakit demam aja dikira covid. untung aku bisa konsultasi di yesdok. layanan dokternya 24 jam dan ramah ramah banget loh"
baik,4,0.0,0.0,Positive,baik
apakah konsultasi nya berbayar??,5,0.0,0.0,Positive,apakah konsultasi nya berbayar??
bagus banget,5,0.0,0.0,Positive,bagus banget
sangat membantu,5,0.0,0.0,Positive,sangat membantu
ramah bgt ya dokternya,5,0.0,0.0,Positive,ramah bgt ya dokternya
pelayanannya bintang 5 nih😍😍😍,5,0.0,0.0,Positive,pelayanannya bintang 5 nih😍😍😍
masyarakat indonesia ayo pake yesdok semuanya.,5,0.0,0.0,Positive,masyarakat indonesia ayo pake yesdok semuanya.
"aplikasi ini banyak membantu, dokternya ramah tamah dan cepat responnya",5,0.0,0.0,Positive,"aplikasi ini banyak membantu, dokternya ramah tamah dan cepat responnya"
video aplikasinya jernih bgt,5,0.0,0.0,Positive,video aplikasinya jernih bgt
cukup video call udah kelar deh konsultasi,5,0.0,0.0,Positive,cukup video call udah kelar deh konsultasi
dokternya jg bagus bagus loh ini hasil konsul,5,0.0,0.0,Positive,dokternya jg bagus bagus loh ini hasil konsul
"konsul sama dokter online video call terbantu bgt. pokok sukaa banget sama aplikasi inii, ngebantu bangett.",5,0.0,0.0,Positive,"konsul sama dokter online video call terbantu bgt. pokok sukaa banget sama aplikasi inii, ngebantu bangett."
"makasih yesdok, obatnya cepet bgt sampenya",5,0.0,0.0,Positive,"makasih yesdok, obatnya cepet bgt sampenya"
baru tadi pesen obat eh udah sampe aja,5,0.0,0.0,Positive,baru tadi pesen obat eh udah sampe aja
sampe nya cepet bgt ini pesen obat disini,5,0.0,0.0,Positive,sampe nya cepet bgt ini pesen obat disini
astaga cepet bgt obatnya sampe mantep,5,0.0,0.0,Positive,astaga cepet bgt obatnya sampe mantep
wah ini baru aplikasi kesehatan yg mantep,5,0.0,0.0,Positive,wah ini baru aplikasi kesehatan yg mantep
aplikasi sangat memuaskan untuk yang mau tanya perihal kesehatan atau sekedar konsultasi saja.ditangani oleh dokter yg profesional juga yang standby 24 jam,5,0.0,0.0,Positive,aplikasi sangat memuaskan untuk yang mau tanya perihal kesehatan atau sekedar konsultasi saja.ditangani oleh dokter yg profesional juga yang standby 24 jam
aplikasinya sangat membatu dan dokternya juga baik 👍🏻,5,0.0,0.0,Positive,aplikasinya sangat membatu dan dokternya juga baik 👍🏻
sangat bermanfaat,5,0.0,0.0,Positive,sangat bermanfaat
bagus sekali,5,0.0,0.0,Positive,bagus sekali
aplikasi ini sangat berguna buat saya,5,0.0,0.0,Positive,aplikasi ini sangat berguna buat saya
setiap mau konsul dokter langsung buka apps ini,5,0.0,0.0,Positive,setiap mau konsul dokter langsung buka apps ini
disini semua masalah kesehatan jadi mudah,5,0.0,0.0,Positive,disini semua masalah kesehatan jadi mudah
keren nih apps kesehatannya,5,0.0,0.0,Positive,keren nih apps kesehatannya
konsul online skrng bisa pake apk ini deh,5,0.0,0.0,Positive,konsul online skrng bisa pake apk ini deh
skrg juga ayo semua download aplikasi ini,5,0.0,0.0,Positive,skrg juga ayo semua download aplikasi ini
download ayo skrg juga terus konsul kesehatan,5,0.0,0.0,Positive,download ayo skrg juga terus konsul kesehatan
aplikasi kesehatan kayak gini nih yang terbaik,5,0.0,0.0,Positive,aplikasi kesehatan kayak gini nih yang terbaik
"sangat rekomend deh ini apk nya, dokternya pun sangat ramah... love it",5,0.5,0.6,Positive,"sangat rekomend deh ini apk nya, dokternya pun sangat ramah... love it"
mudah dimengerti bgt aplikasinya,5,0.0,0.0,Positive,mudah dimengerti bgt aplikasinya
aplikasi kesehatan yg bagus banget aplikasinya,5,0.0,0.0,Positive,aplikasi kesehatan yg bagus banget aplikasinya
recommended.banget deh aplikasi kesehatan yg satu ini,5,0.0,0.0,Positive,recommended.banget deh aplikasi kesehatan yg satu ini
dokternya disini juga baik baik loh guys,5,0.0,0.0,Positive,dokternya disini juga baik baik loh guys
temen temen gw jg banyak yang pake yesdok mantep,5,0.0,0.0,Positive,temen temen gw jg banyak yang pake yesdok mantep
sangat memuaskan pake aplikasi ini dokternya stanby 24 jam,5,0.0,0.0,Positive,sangat memuaskan pake aplikasi ini dokternya stanby 24 jam
saya selalu rekomendasikan yesdok ke semua temen temen,5,0.0,0.0,Positive,saya selalu rekomendasikan yesdok ke semua temen temen
obatnya cepet bgt sampenya,5,0.0,0.0,Positive,obatnya cepet bgt sampenya
semoga maju terus ya untuk tim yesdok,5,0.0,0.0,Positive,semoga maju terus ya untuk tim yesdok
yesdok sih pelayanannya emang juara,5,0.0,0.0,Positive,yesdok sih pelayanannya emang juara
beli obat jadi gampang banget ya,5,0.0,0.0,Positive,beli obat jadi gampang banget ya
tinggal pesen eh bentaran juga nyampe deh,5,0.0,0.0,Positive,tinggal pesen eh bentaran juga nyampe deh
wow keren bgt aplikasinya,5,0.1,1.0,Positive,wow keren bgt aplikasinya
konsultasi online kirain susah ternyata mudah,5,0.0,0.0,Positive,konsultasi online kirain susah ternyata mudah
beli obatnya cepet bgt loh ini,5,0.0,0.0,Positive,beli obatnya cepet bgt loh ini
bagus bgt ya apps ini,5,0.0,0.0,Positive,bagus bgt ya apps ini
"aplikasinya lengkap,dokternya 24 jam,ga nyesel deh,bisa telp,chat or vical jg😊👍🏻👍🏻",5,0.0,0.0,Positive,"aplikasinya lengkap,dokternya 24 jam,ga nyesel deh,bisa telp,chat or vical jg😊👍🏻👍🏻"
sangat membantu untuk mengetahui gejala sakit pada pasien. terima kasih sudah membantu yd,5,0.0,0.0,Positive,sangat membantu untuk mengetahui gejala sakit pada pasien. terima kasih sudah membantu yd
"aplikasinya bagus, apalagi 24 jam bisa tanya ataupun konsultasi... ayo all pakai yesdok. download sekarang juga",5,0.0,0.0,Positive,"aplikasinya bagus, apalagi 24 jam bisa tanya ataupun konsultasi... ayo all pakai yesdok. download sekarang juga"
aplikasi yes dok saat membantu di saat pandemi seperti ini layanan 24jam jadi kapan pun bisa konsultasi,5,0.0,0.0,Positive,aplikasi yes dok saat membantu di saat pandemi seperti ini layanan 24jam jadi kapan pun bisa konsultasi
mau beli obat skrg tinggal pake apk ini,5,0.0,0.0,Positive,mau beli obat skrg tinggal pake apk ini
bantu bgt untuk pesen obat,5,0.0,0.0,Positive,bantu bgt untuk pesen obat
semoga terus maju ya yesdok,5,0.0,0.0,Positive,semoga terus maju ya yesdok
sekarang jamannya konsultasi online. social dintancinggg,5,0.03333333333333333,0.06666666666666667,Positive,sekarang jamannya konsultasi online. social dintancinggg
super disarankan banget buat yang belum coba,5,0.3333333333333333,0.6666666666666666,Positive,super disarankan banget buat yang belum coba
super makasih ya buat yesdok udah bantu banget,5,0.3333333333333333,0.6666666666666666,Positive,super makasih ya buat yesdok udah bantu banget
aplikasi yang yang sangat membantu terutama ada dokter specialis nya itu sangat membantu loh.,5,0.0,0.0,Positive,aplikasi yang yang sangat membantu terutama ada dokter specialis nya itu sangat membantu loh.
konsul sama dokter jadi gampang gt ya astaga,5,0.0,0.0,Positive,konsul sama dokter jadi gampang gt ya astaga
pelayanan yesdok ini memuaskan,5,0.0,0.0,Positive,pelayanan yesdok ini memuaskan
apps ini wajib dipunya semua org di indonesia,5,0.0,0.0,Positive,apps ini wajib dipunya semua org di indonesia
makasih ya yesdok udah bantu aku,5,0.0,0.0,Positive,makasih ya yesdok udah bantu aku
super disarankan banget buat semuanya fiturnya,5,0.3333333333333333,0.6666666666666666,Positive,super disarankan banget buat semuanya fiturnya
semoga aku terus gunakan yesdok ya. aminn,5,0.0,0.0,Positive,semoga aku terus gunakan yesdok ya. aminn
sangat memuaskan pake aplikasi ini doktermya standby 24 jam,5,0.0,0.0,Positive,sangat memuaskan pake aplikasi ini doktermya standby 24 jam
bagus banget aplikasi yesdok ini. 24 jam melayani konsul dan terpercaya. keren 👍,5,0.0,0.0,Positive,bagus banget aplikasi yesdok ini. 24 jam melayani konsul dan terpercaya. keren 👍
sangat bermanfaat dan berguna,5,0.0,0.0,Positive,sangat bermanfaat dan berguna
dokternya super ramah banget ya,5,0.3333333333333333,0.6666666666666666,Positive,dokternya super ramah banget ya
semoga aplikasi yesdok ini terus berjaya ya.,5,0.0,0.0,Positive,semoga aplikasi yesdok ini terus berjaya ya.
solusi buat kita yang mau tanya tanya sama dokter langsung,5,0.0,0.0,Positive,solusi buat kita yang mau tanya tanya sama dokter langsung
terpercaya dokternya,5,0.0,0.0,Positive,terpercaya dokternya
dokternya enak di ajak konsul,5,0.0,0.0,Positive,dokternya enak di ajak konsul
aplikasinya super bantu banget nihhh,5,0.3333333333333333,0.6666666666666666,Positive,aplikasinya super bantu banget nihhh
aplikasi yang super disarankan banget deh,5,0.3333333333333333,0.6666666666666666,Positive,aplikasi yang super disarankan banget deh
juara abis deh aplikasi yesdok ini,5,0.0,0.0,Positive,juara abis deh aplikasi yesdok ini
bagus dan sangat membantu sekali terimakasih yesdok,5,0.0,0.0,Positive,bagus dan sangat membantu sekali terimakasih yesdok
dari rumah aja nih bisa tanya tanya lansung,5,0.0,0.0,Positive,dari rumah aja nih bisa tanya tanya lansung
"sangat membantu sekali terimakasih yesdok, semoga kedepannya semakin bagus kinerja pelayanannya",5,0.0,0.0,Positive,"sangat membantu sekali terimakasih yesdok, semoga kedepannya semakin bagus kinerja pelayanannya"
layanan yesdok okeee banget nih,5,0.0,0.0,Positive,layanan yesdok okeee banget nih
"makasih yesdok aplikasi yang sangat membantu untuk konsultasi kesehatan saya pribadi, rekomendasi bgt untuk yang mau konsul, fast respon bgt",5,0.2,0.6,Positive,"makasih yesdok aplikasi yang sangat membantu untuk konsultasi kesehatan saya pribadi, rekomendasi bgt untuk yang mau konsul, fast respon bgt"
sangat membantu sekali di masa pandemi ini gak perlu tatap muka langsung sama dokternya. standby 24 jam,5,0.0,0.0,Positive,sangat membantu sekali di masa pandemi ini gak perlu tatap muka langsung sama dokternya. standby 24 jam
please ini keren betullll,5,0.0,0.0,Positive,please ini keren betullll
makasih yesdok yang telah bantu saya,5,0.0,0.0,Positive,makasih yesdok yang telah bantu saya
sekarang mau konsultasi dokter jadi lebih cepettt,5,0.0,0.0,Positive,sekarang mau konsultasi dokter jadi lebih cepettt
aplikasi konsultasi dokternya terbaik,5,0.0,0.0,Positive,aplikasi konsultasi dokternya terbaik
ketemu dokternya tanpa ke rs,5,0.0,0.0,Positive,ketemu dokternya tanpa ke rs
dokternya profesional & terpercaya,5,0.0,0.0,Positive,dokternya profesional & terpercaya
yaampun ternyata gampang bgt ya pake apps ini,5,0.0,0.0,Positive,yaampun ternyata gampang bgt ya pake apps ini
sangat memuaskan karena dokternya 24 jam standby jadi kapanpun bisa menggunakan aplikasi tersebut.,5,0.0,0.0,Positive,sangat memuaskan karena dokternya 24 jam standby jadi kapanpun bisa menggunakan aplikasi tersebut.
mau beli obat skrg tinggal pake apk ini,5,0.0,0.0,Positive,mau beli obat skrg tinggal pake apk ini
'fix bgt aku bakalan pake apps ini terus',5,0.0,0.0,Positive,'fix bgt aku bakalan pake apps ini terus'
aplikasi sangat membantu saya untuk konsultasi dengan dokter..,5,0.0,0.0,Positive,aplikasi sangat membantu saya untuk konsultasi dengan dokter..
konsul sama dokter ya di yesdok aja,5,0.0,0.0,Positive,konsul sama dokter ya di yesdok aja
betapa bagusnya apps ini,5,0.0,0.0,Positive,betapa bagusnya apps ini
terus maju ya yesdok,5,0.0,0.0,Positive,terus maju ya yesdok
pilihan utamanya ya yesdok,5,0.0,0.0,Positive,pilihan utamanya ya yesdok
sehat itu mahal ayo pake yesdok untuk cek,5,0.0,0.0,Positive,sehat itu mahal ayo pake yesdok untuk cek
bintang 5 fix untuk apk ini,5,0.0,0.0,Positive,bintang 5 fix untuk apk ini
sejak ada yesdok mau beli obat jadi mudah,5,0.0,0.0,Positive,sejak ada yesdok mau beli obat jadi mudah
apk ini emang juara bgt deh,5,0.0,0.0,Positive,apk ini emang juara bgt deh
mudah bgt pake apk nya,5,0.0,0.0,Positive,mudah bgt pake apk nya
beres sih semua masalah kesehatan disini,5,0.0,0.0,Positive,beres sih semua masalah kesehatan disini
gaakan nyesel deh pernah coba apps ini,5,0.0,0.0,Positive,gaakan nyesel deh pernah coba apps ini
bagus banget sangat membantu sekali untuk konsultasi dengan dokter terpercaya .,5,0.0,0.0,Positive,bagus banget sangat membantu sekali untuk konsultasi dengan dokter terpercaya .
udah banyak temen aku yang pake yesdok ini,5,0.0,0.0,Positive,udah banyak temen aku yang pake yesdok ini
24 jam oi mantep bgt,5,0.0,0.0,Positive,24 jam oi mantep bgt
yesdok akan selalu ada di hati aku,5,0.0,0.0,Positive,yesdok akan selalu ada di hati aku
selalu sehat kalau pake apps ini,5,0.0,0.0,Positive,selalu sehat kalau pake apps ini
bagus bgt layanan kesehatannya,5,0.0,0.0,Positive,bagus bgt layanan kesehatannya
jawaban segala pertanyaan kesehatan ada disini,5,0.0,0.0,Positive,jawaban segala pertanyaan kesehatan ada disini
dokter online ya yesdok jawabannya,5,0.0,0.0,Positive,dokter online ya yesdok jawabannya
"sangat memuaskan pakai aplikasi ini, dokternya standby 24jam 👍",5,0.0,0.0,Positive,"sangat memuaskan pakai aplikasi ini, dokternya standby 24jam 👍"
appsnya keren abis ini,5,0.0,0.0,Positive,appsnya keren abis ini
"aplikasi ini sangat membantu untuk kita yg sedang sakit tapi ga mau berobat ke rumah sakit,dokter'a stanby 24 jam,fast respond dan ramah"".smoga aplikasi ini tetap baik dan makin meningkat pengguna nya.",5,0.0,0.0,Positive,"aplikasi ini sangat membantu untuk kita yg sedang sakit tapi ga mau berobat ke rumah sakit,dokter'a stanby 24 jam,fast respond dan ramah"".smoga aplikasi ini tetap baik dan makin meningkat pengguna nya."
pengen banget deh rekomendasi yesdok ini ke semua orang,5,0.0,0.0,Positive,pengen banget deh rekomendasi yesdok ini ke semua orang
mudah konsul dengan dokter nih jadinya,5,0.0,0.0,Positive,mudah konsul dengan dokter nih jadinya
mau ketemu dokter skrg tinggal pake yesdok aja,5,0.0,0.0,Positive,mau ketemu dokter skrg tinggal pake yesdok aja
"dokter standby 48jam, sangat membantu sekali, terimakasih yesdok",5,0.0,0.0,Positive,"dokter standby 48jam, sangat membantu sekali, terimakasih yesdok"
beli obat jadi gampang bgt skrg,5,0.0,0.0,Positive,beli obat jadi gampang bgt skrg
"ga perlu ribet lagi deh kalau mau beli obat sekarang, bisanya harus keluar rumah dulu, mantap banget pokoknya👍",5,0.0,0.0,Positive,"ga perlu ribet lagi deh kalau mau beli obat sekarang, bisanya harus keluar rumah dulu, mantap banget pokoknya👍"
konsul jadi super mudah banget loh guys,5,0.3333333333333333,0.6666666666666666,Positive,konsul jadi super mudah banget loh guys
"aplikasi bisa di akses dengan mudah,banyak informasi menarik tentang kesehatan, rekomended.",5,0.0,0.0,Positive,"aplikasi bisa di akses dengan mudah,banyak informasi menarik tentang kesehatan, rekomended."
pesen obat gampang bgt pake yesdok,5,0.0,0.0,Positive,pesen obat gampang bgt pake yesdok
semoga terus bisa membantu orang lebih banyak ya,5,0.0,0.0,Positive,semoga terus bisa membantu orang lebih banyak ya
tampilan dan lain lainnya bagus bgt ya yesdok,5,0.0,0.0,Positive,tampilan dan lain lainnya bagus bgt ya yesdok
24 jam mantep banget kalau mau apa apa,5,0.0,0.0,Positive,24 jam mantep banget kalau mau apa apa
terkesima bgt sama pelayanannya,5,0.0,0.0,Positive,terkesima bgt sama pelayanannya
video call aja cukup bisa langsung konsultasi,5,0.0,0.0,Positive,video call aja cukup bisa langsung konsultasi
"sangat memuaskan app ini, gaperlu dateng konsulnya",5,0.0,0.0,Positive,"sangat memuaskan app ini, gaperlu dateng konsulnya"
berobat dimasa pandemi gini tetep steril karena online aja skrg konsulnya.,5,0.0,0.0,Positive,berobat dimasa pandemi gini tetep steril karena online aja skrg konsulnya.
terus berjaya ya yesdok,5,0.0,0.0,Positive,terus berjaya ya yesdok
apps ini emang juara bgt sih kalo soal konsul online,5,0.0,0.0,Positive,apps ini emang juara bgt sih kalo soal konsul online
semoga terus maju ya yesdok,5,0.0,0.0,Positive,semoga terus maju ya yesdok
sangat membantu bila ingin bertanya ke dokter dalam jarak jauh.,5,0.0,0.0,Positive,sangat membantu bila ingin bertanya ke dokter dalam jarak jauh.
gampang bgt loh ini pake apps nya,5,0.0,0.0,Positive,gampang bgt loh ini pake apps nya
apps ini emang paling mantep kalo soal kesehatan,5,0.0,0.0,Positive,apps ini emang paling mantep kalo soal kesehatan
sangat berguna,5,0.0,0.0,Positive,sangat berguna
"sangat membantu dengan aplikasi, mempermudah dalam informasi yang di dapatkan",5,0.0,0.0,Positive,"sangat membantu dengan aplikasi, mempermudah dalam informasi yang di dapatkan"
bisa membatu saya untuk konsultasi,5,0.0,0.0,Positive,bisa membatu saya untuk konsultasi
video call doang udah bisa konsul sama dokter mantep,5,0.0,0.0,Positive,video call doang udah bisa konsul sama dokter mantep
manteb banget nih pelayanan yang dikasih sama aplikasi yesdok,5,0.0,0.0,Positive,manteb banget nih pelayanan yang dikasih sama aplikasi yesdok
makasih yesdok udah bantu aku beli obat,5,0.0,0.0,Positive,makasih yesdok udah bantu aku beli obat
"aplikasinya sangat sangat membantu konsultasi dalam keadaan apaapun dan dimana pun , trimakasih banyak untuk para dokter",5,0.0,0.0,Positive,"aplikasinya sangat sangat membantu konsultasi dalam keadaan apaapun dan dimana pun , trimakasih banyak untuk para dokter"
dokter nya mantul,5,0.0,0.0,Positive,dokter nya mantul
aplikasi yang memberikan pelayanan yang keren dan mantap abis pokoknya.,5,0.0,0.0,Positive,aplikasi yang memberikan pelayanan yang keren dan mantap abis pokoknya.
disini dokternya ramah banget ya dan pelayanan oke bangett,5,0.0,0.0,Positive,disini dokternya ramah banget ya dan pelayanan oke bangett
disini dokternya baik baik loh,5,0.0,0.0,Positive,disini dokternya baik baik loh
mau konsul jadi gampang bgt loh pake apps ini,5,0.0,0.0,Positive,mau konsul jadi gampang bgt loh pake apps ini
sangat bermanfaat sekali,5,0.0,0.0,Positive,sangat bermanfaat sekali
ada dokter specialis juga loh mantep,5,0.0,0.0,Positive,ada dokter specialis juga loh mantep
baik bgt ini dokter dokternya,5,0.0,0.0,Positive,baik bgt ini dokter dokternya
percaya bgt aku sama yesdok ini,5,0.0,0.0,Positive,percaya bgt aku sama yesdok ini
percaya bgt aku sama yesdok ini semoga terus jaya,5,0.0,0.0,Positive,percaya bgt aku sama yesdok ini semoga terus jaya
bagus bgt semua hasil konsultasi disini,5,0.0,0.0,Positive,bagus bgt semua hasil konsultasi disini
semoga aplikasi ini terus berjaya ya,5,0.0,0.0,Positive,semoga aplikasi ini terus berjaya ya
dokternya selalu kasih rekomendasi yang bagus banget,5,0.0,0.0,Positive,dokternya selalu kasih rekomendasi yang bagus banget
oke bgt pelayanan yesdok ini,5,0.0,0.0,Positive,oke bgt pelayanan yesdok ini
selalu kasih pelayanan yang oke bgt loh,5,0.0,0.0,Positive,selalu kasih pelayanan yang oke bgt loh
juara bgt layanan konsultasi sama dokternya,5,0.0,0.0,Positive,juara bgt layanan konsultasi sama dokternya
skrg ketemu dokter tinggal via online aja gampang,5,0.0,0.0,Positive,skrg ketemu dokter tinggal via online aja gampang
ini baru aplikasi yang keren bgt,5,0.0,0.0,Positive,ini baru aplikasi yang keren bgt
duh mantep nih pake yesdok udah berkali kali,5,-0.3,0.6,Positive,duh mantep nih pake yesdok udah berkali kali
andai semua aplikasi kesehatan sekeren yesdok,5,0.0,0.0,Positive,andai semua aplikasi kesehatan sekeren yesdok
"keren banget tim yesdok bisa buat apps sekeren ini, sangat membantu. thanks tim",5,0.2,0.2,Positive,"keren banget tim yesdok bisa buat apps sekeren ini, sangat membantu. thanks tim"
aku butuh obat dan cepet bgt dapetnya,5,0.0,0.0,Positive,aku butuh obat dan cepet bgt dapetnya
terbaik banget nih aplikasi kesehatan yesdok,5,0.0,0.0,Positive,terbaik banget nih aplikasi kesehatan yesdok
gile bgt sih cepet bgt anter obatnya,5,0.0,0.0,Positive,gile bgt sih cepet bgt anter obatnya
dokternya baik dan ramah banget loh mantep,5,0.0,0.0,Positive,dokternya baik dan ramah banget loh mantep
aplikasi kesehatan yang cepet tanggep,5,0.0,0.0,Positive,aplikasi kesehatan yang cepet tanggep
dokternya profesional & terpercaya banget dijamin,5,0.0,0.0,Positive,dokternya profesional & terpercaya banget dijamin
dokternya cepat tanggap mantap👍👍,5,0.0,0.0,Positive,dokternya cepat tanggap mantap👍👍
"top banget nih aplikasi, bisa konsultasi sama dokter 24 jam....",5,0.5,0.5,Positive,"top banget nih aplikasi, bisa konsultasi sama dokter 24 jam...."
"suka banget pake aplikasi ini, mempermudah kita tuk konsultasi sma dokter",5,0.0,0.0,Positive,"suka banget pake aplikasi ini, mempermudah kita tuk konsultasi sma dokter"
aku yakin bgt nih sama dokter dokter yang ramah di yesdok,5,0.0,0.0,Positive,aku yakin bgt nih sama dokter dokter yang ramah di yesdok
aplikasi kesehatan terbaik yang ada,5,0.0,0.0,Positive,aplikasi kesehatan terbaik yang ada
asik bgt dokternya seru dan baik,5,0.0,0.0,Positive,asik bgt dokternya seru dan baik
"24jam bisa diakses,,, mantaap.. gak perlu k rs dl utk konsultasi, cukup buka aplikasi yesdok,,",5,0.0,0.0,Positive,"24jam bisa diakses,,, mantaap.. gak perlu k rs dl utk konsultasi, cukup buka aplikasi yesdok,,"
yesdok akan selalu ada di hati aku.ga kemana mana,5,0.0,0.0,Positive,yesdok akan selalu ada di hati aku.ga kemana mana
dokternya ramah dan baik,5,0.0,0.0,Positive,dokternya ramah dan baik
semua layanan kesehatan mudah pake yesdok,5,0.0,0.0,Positive,semua layanan kesehatan mudah pake yesdok
"keren banget aplikasi ini. sangat membantu saya, tidak perlu ke rs lagi untuk konsultasi",5,0.0,0.0,Positive,"keren banget aplikasi ini. sangat membantu saya, tidak perlu ke rs lagi untuk konsultasi"
seneng banget pakai yesdok dokternya aktif 24 jam,5,0.0,0.0,Positive,seneng banget pakai yesdok dokternya aktif 24 jam
pengen rekomendasi semua orang untuk pake apps yesdok ini,5,0.0,0.0,Positive,pengen rekomendasi semua orang untuk pake apps yesdok ini
udah beberapa kali coba gapernah kecewah,5,0.0,0.0,Positive,udah beberapa kali coba gapernah kecewah
duh mantep dan keren bgt nih yesdok,5,-0.3,0.6,Positive,duh mantep dan keren bgt nih yesdok
masalah kesehatan semua jadi beres sama aplikasi yesdok😍,5,0.0,0.0,Positive,masalah kesehatan semua jadi beres sama aplikasi yesdok😍
semoga yesdok bisa kasih pelayanan kayak gini yang bagus terus,5,0.0,0.0,Positive,semoga yesdok bisa kasih pelayanan kayak gini yang bagus terus
yesdok selalu di hati aku ga kemana mana,5,0.0,0.0,Positive,yesdok selalu di hati aku ga kemana mana
sangat memuaskan memakai aplikasi ini dokternya standby 24 jam,5,0.0,0.0,Positive,sangat memuaskan memakai aplikasi ini dokternya standby 24 jam
semua dokternya baik banget,5,0.0,0.0,Positive,semua dokternya baik banget
semua dokternya ramah bgt,5,0.0,0.0,Positive,semua dokternya ramah bgt
aduh keren bgt apps ini sampe gabisa berkata kata aku,5,0.0,0.0,Positive,aduh keren bgt apps ini sampe gabisa berkata kata aku
appikasi ini membantu sekali untuk konsultasi kesehatan. respon yang cepat dan penjelasan yang baik juga professional. sangat rekomended,5,0.1,0.1,Positive,appikasi ini membantu sekali untuk konsultasi kesehatan. respon yang cepat dan penjelasan yang baik juga professional. sangat rekomended
pake yesdok skrg makin sering mantep,5,0.0,0.0,Positive,pake yesdok skrg makin sering mantep
duh keren bgt deh yesdok makin suka pake nya,5,-0.3,0.6,Positive,duh keren bgt deh yesdok makin suka pake nya
semua ayo pake yesdok yuk,5,0.0,0.0,Positive,semua ayo pake yesdok yuk
semoga terus jadi pilihan semua orang indonesia ya,5,0.0,0.0,Positive,semoga terus jadi pilihan semua orang indonesia ya
ayo netizen download yesdok sekarang juga,5,0.0,0.0,Positive,ayo netizen download yesdok sekarang juga
ini baru aplikasi kesehatan mantap,5,0.0,0.0,Positive,ini baru aplikasi kesehatan mantap
duh mantep abis aplikasi yesdok ini,5,-0.3,0.6,Positive,duh mantep abis aplikasi yesdok ini
juara abis deh aplikasi yesdok ini mantul,5,0.0,0.0,Positive,juara abis deh aplikasi yesdok ini mantul
karena apps ini semua urusan kesehatan jadi gampang,5,0.0,0.0,Positive,karena apps ini semua urusan kesehatan jadi gampang
"keren banget apps ya , bisa cepet respon seneng bgt disaat pandemi seperti ini membantu buat agar tdk keluar rumah.",5,0.0,0.0,Positive,"keren banget apps ya , bisa cepet respon seneng bgt disaat pandemi seperti ini membantu buat agar tdk keluar rumah."
keren bgt ya yesdok aplikasinya,5,0.0,0.0,Positive,keren bgt ya yesdok aplikasinya
bagus banget aplikasi ini sangat membantu jadi gk ush jauh² ke rs atau ke klinik kalau mau konsultasi,5,0.0,0.0,Positive,bagus banget aplikasi ini sangat membantu jadi gk ush jauh² ke rs atau ke klinik kalau mau konsultasi
skrg mau beli obat tinggal pake yesdok,5,0.0,0.0,Positive,skrg mau beli obat tinggal pake yesdok
mau beli obat jadi gampang bgt ya skrg,5,0.0,0.0,Positive,mau beli obat jadi gampang bgt ya skrg
cara penggunaanya sangat mudah loh,5,0.0,0.0,Positive,cara penggunaanya sangat mudah loh
"aplikasinya baguss bnget,mudah digunakan ,dan dokternya standby 24 jam",5,0.0,0.0,Positive,"aplikasinya baguss bnget,mudah digunakan ,dan dokternya standby 24 jam"
konsul ke dokter skrg jadi berasa mudah banget,5,0.0,0.0,Positive,konsul ke dokter skrg jadi berasa mudah banget
bagus bgt layanan kesehatannya si aplikasi yesdok ini,5,0.0,0.0,Positive,bagus bgt layanan kesehatannya si aplikasi yesdok ini
gaada lag lag nya sama sekali pas konsul,5,0.0,0.0,Positive,gaada lag lag nya sama sekali pas konsul
apps nya juara banget deh,5,0.0,0.0,Positive,apps nya juara banget deh
semangat terus ya tim yesdok,5,0.0,0.0,Positive,semangat terus ya tim yesdok
dokternya baik bgt pas jawabin keluhan,5,0.0,0.0,Positive,dokternya baik bgt pas jawabin keluhan
juara bgt emang pelayanannya,5,0.0,0.0,Positive,juara bgt emang pelayanannya
apps ini emang juara bgt deh kalo soal kesehatan,5,0.0,0.0,Positive,apps ini emang juara bgt deh kalo soal kesehatan
