content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,tweet_without_stopwords
"aplikasi yg sangat bagus, tpi lebih baik ditambah menu utk dokter umum",5,0.0,0.0,Positive,"aplikasi yg sangat bagus, tpi lebih baik ditambah menu utk dokter umum"
aplikasi ini sangat bermanfaat dan mudah untuk konsultasi dengan dokter yang juga ramah,5,0.0,0.0,Positive,aplikasi ini sangat bermanfaat dan mudah untuk konsultasi dengan dokter yang juga ramah
"aplikasi ini sangat bagus dan luar biasa, membantu saya untuk konsultasi kesehatan",5,0.0,0.0,Positive,"aplikasi ini sangat bagus dan luar biasa, membantu saya untuk konsultasi kesehatan"
"aplikasinya sangat membantu, mudah untuk dipakainya. jika ada keluhan tidak perlu keluar rumah, apalagi sekarang dimasa covid-19.",5,0.0,0.0,Positive,"aplikasinya sangat membantu, mudah untuk dipakainya. jika ada keluhan tidak perlu keluar rumah, apalagi sekarang dimasa covid-19."
aplikasi ini sangat berguna ketika sedang berada jauh dari lokasi praktek dokter atau sedang tidak memiliki waktu luang. yesdok adalah aplikasi yang dapat menawarkan solusi untuk membantu masyarakat indonesia menghemat waktu dan uang dengan mengurangi kunjungan langusng ke dokter,5,0.0,0.0,Positive,aplikasi ini sangat berguna ketika sedang berada jauh dari lokasi praktek dokter atau sedang tidak memiliki waktu luang. yesdok adalah aplikasi yang dapat menawarkan solusi untuk membantu masyarakat indonesia menghemat waktu dan uang dengan mengurangi kunjungan langusng ke dokter
"aplikasi yang berguna banget buat orang yang malas keluar rumah apalagi pada saat pandemi gini, pokoknya the best deh👍",5,1.0,0.3,Positive,"aplikasi yang berguna banget buat orang yang malas keluar rumah apalagi pada saat pandemi gini, pokoknya the best deh👍"
aplikasi sangat membantu. dokternya pun sangat ramah dalam memberikan pengarahan dan saran ihwal kesehatan pasien.,5,0.0,0.0,Positive,aplikasi sangat membantu. dokternya pun sangat ramah dalam memberikan pengarahan dan saran ihwal kesehatan pasien.
sangat membantu buat nanya2 masalah kesehatan,5,0.0,0.0,Positive,sangat membantu buat nanya2 masalah kesehatan
aplikasi yang bagus... sangat mudah digunakan,5,0.0,0.0,Positive,aplikasi yang bagus... sangat mudah digunakan
the application is very good with the good facility and service,5,0.8049999999999999,0.6900000000000002,Positive,the application is very good with the good facility and service
"aplikasinya sangat mudah digunakan dan bermanfaat, dan bisa berkonsultasi apapun dengan aplikasi ini",5,0.0,0.0,Positive,"aplikasinya sangat mudah digunakan dan bermanfaat, dan bisa berkonsultasi apapun dengan aplikasi ini"
aplikasi yg rekomended banget. bisa konsultasi sama dokter tanpa harus ke rumah sakit. mudah dan praktis.,5,0.0,0.0,Positive,aplikasi yg rekomended banget. bisa konsultasi sama dokter tanpa harus ke rumah sakit. mudah dan praktis.
sangat berguna dan membantu untuk keadaan terdesak. mantap ini aplikasi,5,0.0,0.0,Positive,sangat berguna dan membantu untuk keadaan terdesak. mantap ini aplikasi
"salah satu aplikasi konsultasi kesehatan terbaik, user friendly.",5,0.375,0.5,Positive,"salah satu aplikasi konsultasi kesehatan terbaik, user friendly."
applikasinya membantu banget buat saya yang ragu untuk pergi ke dokter/ rumah sakit sekarang ini karna adanya pandemi,5,0.0,0.0,Positive,applikasinya membantu banget buat saya yang ragu untuk pergi ke dokter/ rumah sakit sekarang ini karna adanya pandemi
mantap banget bisa konsultasi online sama dokter ditengah pandemi seperti ini,5,0.0,0.0,Positive,mantap banget bisa konsultasi online sama dokter ditengah pandemi seperti ini
sangat bermanfaat 👍👍👍,5,0.0,0.0,Positive,sangat bermanfaat 👍👍👍
baguss aplikasinya,5,0.0,0.0,Positive,baguss aplikasinya
sangat membantu serta aplikasi sangat baik akan terus menggunakan yesdok,5,0.0,0.0,Positive,sangat membantu serta aplikasi sangat baik akan terus menggunakan yesdok
"good app, recommended.",5,0.7,0.6000000000000001,Positive,"good app, recommended."
"aplikasi semacam ini sangat membantu, apalagi di saat pandemi seperti ini yang tidak memungkinkan untuk dtg ke rs kalau ngga parah2 amat sakitnya",5,0.0,0.0,Positive,"aplikasi semacam ini sangat membantu, apalagi di saat pandemi seperti ini yang tidak memungkinkan untuk dtg ke rs kalau ngga parah2 amat sakitnya"
thankyou yesdok,5,0.0,0.0,Positive,thankyou yesdok
aplikasi ini sangat berguna untuk anak kos seperti saya,5,0.0,0.0,Positive,aplikasi ini sangat berguna untuk anak kos seperti saya
keren,5,0.0,0.0,Positive,keren
terimakasih aplikasi ini sangat membantu anak kosant seperti saya,5,0.0,0.0,Positive,terimakasih aplikasi ini sangat membantu anak kosant seperti saya
aplikasi ini sangat membantu. apalagi dalam situasi seperti sekarang ini. sangat memudahkan bagi kita yang memiliki keluhan penyakit tidak perlu langsung ke rs tapi bisa melalui aplikasi ini terlebih dahulu.,5,0.0,0.0,Positive,aplikasi ini sangat membantu. apalagi dalam situasi seperti sekarang ini. sangat memudahkan bagi kita yang memiliki keluhan penyakit tidak perlu langsung ke rs tapi bisa melalui aplikasi ini terlebih dahulu.
aplikasi yang memudahkan kita untuk berkonsultasi dengan dokter,5,0.0,0.0,Positive,aplikasi yang memudahkan kita untuk berkonsultasi dengan dokter
sangat membantu untuk konsultasi kesehatan di tengah pandemi ini,5,0.0,0.0,Positive,sangat membantu untuk konsultasi kesehatan di tengah pandemi ini
"sangat membantu, terutama kalau kita sakit .. khan badan lemas dan pusing untuk jalan ke dokter praktek susah, terutama bermafaat bagi yg. sibuk atau hidup masih sendiri..",5,0.0,0.0,Positive,"sangat membantu, terutama kalau kita sakit .. khan badan lemas dan pusing untuk jalan ke dokter praktek susah, terutama bermafaat bagi yg. sibuk atau hidup masih sendiri.."
aplikasinya baguss. sangat membantu sekali. terimakasih.,5,0.0,0.0,Positive,aplikasinya baguss. sangat membantu sekali. terimakasih.
"aplikasi praktis dan sangat memudahkan buat konsultasi tanpa harus repot2 ke rumah sakit :) good job, yesdok!",5,0.6875,0.8,Positive,"aplikasi praktis dan sangat memudahkan buat konsultasi tanpa harus repot2 ke rumah sakit :) good job, yesdok!"
aplikasi nya mudah untuk digunakan dan sangat membantu sekali,5,0.0,0.0,Positive,aplikasi nya mudah untuk digunakan dan sangat membantu sekali
aplikasi yang sangat membantu 👍👍👍,5,0.0,0.0,Positive,aplikasi yang sangat membantu 👍👍👍
akhirnya bisa konsultasi scr online tanpa harus keluar rumah,5,0.0,0.0,Positive,akhirnya bisa konsultasi scr online tanpa harus keluar rumah
good application,5,0.7,0.6000000000000001,Positive,good application
good,5,0.7,0.6000000000000001,Positive,good
"penggunaan sangat mudah dan pendaftrannya juga cepat, sangat membantu apalagi untuk konsultasinya cepat dan tanggap, terima kasih",5,0.0,0.0,Positive,"penggunaan sangat mudah dan pendaftrannya juga cepat, sangat membantu apalagi untuk konsultasinya cepat dan tanggap, terima kasih"
yes dok is the nice apps that we can consult disease problems that exist in our body and it can useful for us,5,0.44999999999999996,0.5,Positive,yes dok is the nice apps that we can consult disease problems that exist in our body and it can useful for us
"sangat bagus, konsultasi dengan dokter terpecaya",5,0.0,0.0,Positive,"sangat bagus, konsultasi dengan dokter terpecaya"
mantapppp banget penjelasan dokter nya dan ramah tq,5,0.0,0.0,Positive,mantapppp banget penjelasan dokter nya dan ramah tq
aplikasinya bermanfaat sangat baik untuk kesehatan dimasa teknologi yang sedang maju ini,5,0.0,0.0,Positive,aplikasinya bermanfaat sangat baik untuk kesehatan dimasa teknologi yang sedang maju ini
it was a great app and helpful. especially with the quarantine condition that makes u to stay at home but you still can check your health or consultation with doctor.,5,0.4,0.875,Positive,it was a great app and helpful. especially with the quarantine condition that makes u to stay at home but you still can check your health or consultation with doctor.
"aplikasi ini sangat bagus. kita dapat mengetahui penyakit kita dengan memberi tahu gejala"" yang kita alami dengan dokter dokter yang handal. dan dapat melakukan tindakan secepatnya apabila dirasa perlu.",5,0.0,0.0,Positive,"aplikasi ini sangat bagus. kita dapat mengetahui penyakit kita dengan memberi tahu gejala"" yang kita alami dengan dokter dokter yang handal. dan dapat melakukan tindakan secepatnya apabila dirasa perlu."
goood,5,0.0,0.0,Positive,goood
"mantap, bisa langsung chat dengan dokter",5,0.0,0.0,Positive,"mantap, bisa langsung chat dengan dokter"
sangat membantu di masa sekarang yang serba online dan butuh jawaban yang cepat,5,0.0,0.0,Positive,sangat membantu di masa sekarang yang serba online dan butuh jawaban yang cepat
"aplikasi yang sangat membantu, khususnya ditengah situasi yang sedang melanda indonesia. good job keep up the good work 👍🏻",5,0.7,0.6000000000000001,Positive,"aplikasi yang sangat membantu, khususnya ditengah situasi yang sedang melanda indonesia. good job keep up the good work 👍🏻"
"applikasi simpel gak ribet utk konsultasi kesehatan, terutama di masa pandemi.",5,0.0,0.0,Positive,"applikasi simpel gak ribet utk konsultasi kesehatan, terutama di masa pandemi."
very easy to use. we can talk or video call with a doctor directly. sometimes we also get a tips and information about illness or something. so far so good,5,0.36583333333333334,0.75,Positive,very easy to use. we can talk or video call with a doctor directly. sometimes we also get a tips and information about illness or something. so far so good
aplikasi yang memudahkan untuk konsultasi saat ini dan di manapun.,5,0.0,0.0,Positive,aplikasi yang memudahkan untuk konsultasi saat ini dan di manapun.
sangat mempermudah kita untuk konsultasi ke dokter di wabah pandemi covid-19,5,0.0,0.0,Positive,sangat mempermudah kita untuk konsultasi ke dokter di wabah pandemi covid-19
aplikasinya bagus juga sih bisa ngasih info covid atau dll jadi g ush search di google.kalau kekurangan harganya doang sih dari 25rb -> 100rb (kalau lagi ramai).,5,0.0,0.0,Positive,aplikasinya bagus juga sih bisa ngasih info covid atau dll jadi g ush search di google.kalau kekurangan harganya doang sih dari 25rb -> 100rb (kalau lagi ramai).
aplikasi ini sangat membantu dan berguna karena memudahkan mahasiswi seperti saya. terimakasih!,5,0.0,0.0,Positive,aplikasi ini sangat membantu dan berguna karena memudahkan mahasiswi seperti saya. terimakasih!
its very very great,5,1.0,0.9750000000000001,Positive,its very very great
"it's really easy to use, no need to go to hospital and the doctor is so nice tho",5,0.5166666666666666,0.9166666666666667,Positive,"it's really easy to use, no need to go to hospital and the doctor is so nice tho"
"suka banget sama aplikasinya, selain konsulnya gratis, baca artikel pun dapet poin, kata yang digunakan pun tidak terlalu berbelit, saya suka deh pokoknya😊",5,0.0,0.0,Positive,"suka banget sama aplikasinya, selain konsulnya gratis, baca artikel pun dapet poin, kata yang digunakan pun tidak terlalu berbelit, saya suka deh pokoknya😊"
"sangat bagus, respon cpt wktu mau konsultasi dokter, memudahkan mendapatkan informasi kesehatan. aplikasi yg membantu sekali",5,0.0,0.0,Positive,"sangat bagus, respon cpt wktu mau konsultasi dokter, memudahkan mendapatkan informasi kesehatan. aplikasi yg membantu sekali"
"aplikasi yang sangat membantu apalagi di masa pandemik seperti ini. takut mau kemana-mana apalagi ke rumah sakit. untung ada yesdok, bisa konsul kapan aja",5,0.0,0.0,Positive,"aplikasi yang sangat membantu apalagi di masa pandemik seperti ini. takut mau kemana-mana apalagi ke rumah sakit. untung ada yesdok, bisa konsul kapan aja"
aplikasi yang sangat berguna dan responsif. dokter cepat merespon. hasil diagnosis tepat sasaran dan langsung ada resep dokternya,5,0.0,0.0,Positive,aplikasi yang sangat berguna dan responsif. dokter cepat merespon. hasil diagnosis tepat sasaran dan langsung ada resep dokternya
"aplikasi ini sangat membantu kita yang membutuhkan, apalagi anak kos yang jauh dari orang tua",5,0.0,0.0,Positive,"aplikasi ini sangat membantu kita yang membutuhkan, apalagi anak kos yang jauh dari orang tua"
aplikasi yang sangat membantu dan bermanfaat..terima kasih,5,0.0,0.0,Positive,aplikasi yang sangat membantu dan bermanfaat..terima kasih
"this app is so usefull, help people to consulting with doctor anytime.",5,0.0,0.0,Positive,"this app is so usefull, help people to consulting with doctor anytime."
aplikasi yang sangat membantu kita untuk cek kesehatan di tengah pandemi corona saat ini. terima kasih yesdok.,5,0.0,0.0,Positive,aplikasi yang sangat membantu kita untuk cek kesehatan di tengah pandemi corona saat ini. terima kasih yesdok.
aplikasi ini benar2 membantu saya untuk berkonsultasi dan mengetahui banyak hal kesehatan. baguss sekali,5,0.0,0.0,Positive,aplikasi ini benar2 membantu saya untuk berkonsultasi dan mengetahui banyak hal kesehatan. baguss sekali
"it's easy to use, just install and then we can consultatiom with doctor",5,0.43333333333333335,0.8333333333333334,Positive,"it's easy to use, just install and then we can consultatiom with doctor"
"sangat membantu sekali aplikasi ini ,saya jadi tidak susah mencari dokter untuk konsultasi kesehatan saya ,terima kasih yesdok ,mantap",5,0.0,0.0,Positive,"sangat membantu sekali aplikasi ini ,saya jadi tidak susah mencari dokter untuk konsultasi kesehatan saya ,terima kasih yesdok ,mantap"
mantaf aplikasi,5,0.0,0.0,Positive,mantaf aplikasi
aplikasi yang sangat bermanfaat,5,0.0,0.0,Positive,aplikasi yang sangat bermanfaat
praktis banget.. bisa konsultasi dokter scr online. artikel-artikel nya juga sangat bermanfaat..,5,0.0,0.0,Positive,praktis banget.. bisa konsultasi dokter scr online. artikel-artikel nya juga sangat bermanfaat..
aplikasi ini sangat membantu dan bagus sekali. ramah-ramah dokternya. rekomendasi sekali buat kalian yang ingin konsultasi tapi tidak bisa pergi ke rumah sakit.,5,0.0,0.0,Positive,aplikasi ini sangat membantu dan bagus sekali. ramah-ramah dokternya. rekomendasi sekali buat kalian yang ingin konsultasi tapi tidak bisa pergi ke rumah sakit.
"memudahkan dalam berkonsultasi masalah kesehatan, sangat membantu.",5,0.0,0.0,Positive,"memudahkan dalam berkonsultasi masalah kesehatan, sangat membantu."
"sangat mudah sekali bertanya langsung kepada para dokter tentang berbagai keluhan kesehatan. pertanyaan bisa diajukan via telepon, sms, hingga panggilan video. terimakasih yeskdok",5,0.0,0.0,Positive,"sangat mudah sekali bertanya langsung kepada para dokter tentang berbagai keluhan kesehatan. pertanyaan bisa diajukan via telepon, sms, hingga panggilan video. terimakasih yeskdok"
it is very hepful. we can consult to the doctor without going to hospital.,5,0.2,0.3,Positive,it is very hepful. we can consult to the doctor without going to hospital.
salah satu aplikasi kesehatan yang cocok banget dengan zaman dan kondisi sekarang ini. sukses dan semangat terus yesdok!,5,0.0,0.0,Positive,salah satu aplikasi kesehatan yang cocok banget dengan zaman dan kondisi sekarang ini. sukses dan semangat terus yesdok!
"saya anak perantau yg takut kesehatan memburuk,. dengan adanya yesdok sy suka berkonsultasi di yesdok karena lebih ramah n lebih mengerti",5,0.0,0.0,Positive,"saya anak perantau yg takut kesehatan memburuk,. dengan adanya yesdok sy suka berkonsultasi di yesdok karena lebih ramah n lebih mengerti"
"mudah banget digunakan, konsultasi lebih cepet dan akurattt jd penyakit bida ditangani dengan cepat",5,0.0,0.0,Positive,"mudah banget digunakan, konsultasi lebih cepet dan akurattt jd penyakit bida ditangani dengan cepat"
"tanggapan cepat, kualitas video daring bagus. aplikasi ini bermanfaat sekali untuk orang yang mempunyai kesibukan dan tifak bisa pergi ke dokter.",5,0.0,0.0,Positive,"tanggapan cepat, kualitas video daring bagus. aplikasi ini bermanfaat sekali untuk orang yang mempunyai kesibukan dan tifak bisa pergi ke dokter."
"aplikasinya sangat bermanfaat, tidak perlu menunggu lama untuk konsultasi dengan dokter.. setelah konsultasi langsung diberikan resume dan rekomendasi obat yg bisa ditebus di apotek.. very nice",5,0.78,1.0,Positive,"aplikasinya sangat bermanfaat, tidak perlu menunggu lama untuk konsultasi dengan dokter.. setelah konsultasi langsung diberikan resume dan rekomendasi obat yg bisa ditebus di apotek.. very nice"
"konsulnya bagus dan cepat, sayang pengiriman obatnya yang lama, sudah 3 hari sejak konsul tapi obatnya belum di terimah..",2,0.0,0.0,Negative,"konsulnya bagus dan cepat, sayang pengiriman obatnya yang lama, sudah 3 hari sejak konsul tapi obatnya belum di terimah.."
how do you get english? couldn't read anything.,1,0.0,0.0,Negative,how do you get english? couldn't read anything.
responsive helpdesk 👍,5,0.0,0.0,Positive,responsive helpdesk 👍
"jenius. video-call dgn dokter, one and only.",5,0.0,1.0,Positive,"jenius. video-call dgn dokter, one and only."
"hebat aplikasinya karena bisa video call. bisa gratis, pakai point yesdok gampang didapat. mantap banget.",5,0.0,0.0,Positive,"hebat aplikasinya karena bisa video call. bisa gratis, pakai point yesdok gampang didapat. mantap banget."
sangat membantu saya seputar permasalahan kulit sensitif.,5,0.0,0.0,Positive,sangat membantu saya seputar permasalahan kulit sensitif.
useful app,5,0.3,0.0,Positive,useful app
recomended banget aplikasi yesdok sangat membantu👍,5,0.0,0.0,Positive,recomended banget aplikasi yesdok sangat membantu👍
another great apps for consultation your health to the professional doctor and medical team bagus gak kalah sama aplikasi medis lainnya 👌🏽,5,0.3,0.2833333333333333,Positive,another great apps for consultation your health to the professional doctor and medical team bagus gak kalah sama aplikasi medis lainnya 👌🏽
"aplikasi yang sangat bagus dan membantu sekali, tidak perlu antri dan datang langsung tetapi bisa konsultasi lewat online. manttppp 👍",5,0.0,0.0,Positive,"aplikasi yang sangat bagus dan membantu sekali, tidak perlu antri dan datang langsung tetapi bisa konsultasi lewat online. manttppp 👍"
"great and very useful app, during the covid-19 we cant go outside so we can consultation with the doctor using this app",5,0.39666666666666667,0.26666666666666666,Positive,"great and very useful app, during the covid-19 we cant go outside so we can consultation with the doctor using this app"
app ini sangat membantu banget banget banget. bisa nanya masalah kesehatan kapan aja dan apa saja. pokonya the best lah,5,1.0,0.3,Positive,app ini sangat membantu banget banget banget. bisa nanya masalah kesehatan kapan aja dan apa saja. pokonya the best lah
aplikasi berguna dan bermanfaat.,5,0.0,0.0,Positive,aplikasi berguna dan bermanfaat.
"amazing and very useful app, we can consult with the doctor everywhere. thank you!!",5,0.6046875,0.45,Positive,"amazing and very useful app, we can consult with the doctor everywhere. thank you!!"
good,5,0.7,0.6000000000000001,Positive,good
"di zaman pandemi ini, ke dokter jadi ragu ragu. taoi dengan adanya aplikasi yesdok, sangat dimudahkan sekali. good application! dokternya lengkap, fiturnya mudah. terimakasih yesdok.",5,0.875,0.6000000000000001,Positive,"di zaman pandemi ini, ke dokter jadi ragu ragu. taoi dengan adanya aplikasi yesdok, sangat dimudahkan sekali. good application! dokternya lengkap, fiturnya mudah. terimakasih yesdok."
nice ui and easy to understanding,5,0.5166666666666666,0.9166666666666667,Positive,nice ui and easy to understanding
"aplikasi yang sangat membantu ,semakin sukses dan jaya terus🤗🤗",5,0.0,0.0,Positive,"aplikasi yang sangat membantu ,semakin sukses dan jaya terus🤗🤗"
"aplikasi yang bagus, saya bisa konsultasi dengan dokter profesioal tanpa harus ke rumah sakit",5,0.0,0.0,Positive,"aplikasi yang bagus, saya bisa konsultasi dengan dokter profesioal tanpa harus ke rumah sakit"
good app,5,0.7,0.6000000000000001,Positive,good app
"easy to use, and very helpfull",5,0.31666666666666665,0.5666666666666667,Positive,"easy to use, and very helpfull"
mempermudah proses mencari tahu tentang cara menjaga kesehatan.,5,0.0,0.0,Positive,mempermudah proses mencari tahu tentang cara menjaga kesehatan.
aplikasi yang sangat bermanfaat untuk kita yang membutuhkan informasi kesehatan,5,0.0,0.0,Positive,aplikasi yang sangat bermanfaat untuk kita yang membutuhkan informasi kesehatan
good app... sangat membantu dan mempermudah konsultasi kesehatan.,5,0.7,0.6000000000000001,Positive,good app... sangat membantu dan mempermudah konsultasi kesehatan.
this app help me so much to find about my health!,5,0.25,0.2,Positive,this app help me so much to find about my health!
goog,5,0.0,0.0,Positive,goog
"ini benar2 membantu, apalagi di saat pandemi seperti ini. serasa memiliki dokter pribadi sendiri yang siap memberikan konsultasi kesehatan 24/7. . terima kasih",5,0.0,0.0,Positive,"ini benar2 membantu, apalagi di saat pandemi seperti ini. serasa memiliki dokter pribadi sendiri yang siap memberikan konsultasi kesehatan 24/7. . terima kasih"
"sangat membantu, dan sangat menguntungkan. terimakasih :)",5,0.5,1.0,Positive,"sangat membantu, dan sangat menguntungkan. terimakasih :)"
"i would like to say this apk help me so many times. for a student like me, this apk give me the information about my health while i just stay at home. thank you.",5,0.5,0.5,Positive,"i would like to say this apk help me so many times. for a student like me, this apk give me the information about my health while i just stay at home. thank you."
"berguna banget nih lagi jaman stay at home gini gak bisa ke dokter langsung, tinggal pake apps ini aja buat live consultation ke dokter yg udah ahli2..mantap dah pokoknya!",5,0.17045454545454544,0.5,Positive,"berguna banget nih lagi jaman stay at home gini gak bisa ke dokter langsung, tinggal pake apps ini aja buat live consultation ke dokter yg udah ahli2..mantap dah pokoknya!"
aplikasi yang sangat bagus untuk konsultasi kesehatan diri anda tanpa pergi ke rumah sakit. love it,5,0.5,0.6,Positive,aplikasi yang sangat bagus untuk konsultasi kesehatan diri anda tanpa pergi ke rumah sakit. love it
aplikasi yang sangat berguna seperti saya anak kosan. terima kasih.,5,0.0,0.0,Positive,aplikasi yang sangat berguna seperti saya anak kosan. terima kasih.
"aplikasi yesdok sangat membantu untuk melakukan konsultasi dengan dokter tanpa bertatap muka secara langsung, very recomended apps",5,0.2,0.3,Positive,"aplikasi yesdok sangat membantu untuk melakukan konsultasi dengan dokter tanpa bertatap muka secara langsung, very recomended apps"
sangat membantu,5,0.0,0.0,Positive,sangat membantu
help me to check if i need a further assistance in my health. all the doctor are nice and comprehensive when explaining the problem,5,0.3,0.75,Positive,help me to check if i need a further assistance in my health. all the doctor are nice and comprehensive when explaining the problem
aplikasi ini sangat berguna bagi saya untuk berkonsultasi tentang kesehatan2 terimakasih,5,0.0,0.0,Positive,aplikasi ini sangat berguna bagi saya untuk berkonsultasi tentang kesehatan2 terimakasih
"aplikasi yang bagus untuk membantu konsultasi dokter tanpa perlu bertemu langsung. sangat efektif dan efisien. kita bisa berkonsultasi via telelpon, sms, bahkan video call.",5,0.0,0.0,Positive,"aplikasi yang bagus untuk membantu konsultasi dokter tanpa perlu bertemu langsung. sangat efektif dan efisien. kita bisa berkonsultasi via telelpon, sms, bahkan video call."
great app with easy access. thanks yesdok,5,0.4777777777777778,0.5944444444444444,Positive,great app with easy access. thanks yesdok
aplikasi yang sangat membantu saya dan keluarga pada saat pandemi masa sekarang ini. terimakasih,5,0.0,0.0,Positive,aplikasi yang sangat membantu saya dan keluarga pada saat pandemi masa sekarang ini. terimakasih
aplikasi yang sangat membantu untuk berkonsultasi secara online. terima kasih yesdok.,5,0.0,0.0,Positive,aplikasi yang sangat membantu untuk berkonsultasi secara online. terima kasih yesdok.
"sangat membantu dalam konsultasi dan keluhan sakit saya, thanks you yesdok!",5,0.25,0.2,Positive,"sangat membantu dalam konsultasi dan keluhan sakit saya, thanks you yesdok!"
sangat membantu saya dalam konsultasi keluhan penyakit saya!,5,0.0,0.0,Positive,sangat membantu saya dalam konsultasi keluhan penyakit saya!
"aplikasinya bagus untuk kemudahan yg diberikan, hanya masih kurang di keluhan yg sangat sedikit. mungkin bisa ditambah dengan keluhan sesuai spesialis pada dunia kedokteran. jadi bisa lebih spesifik bicara pada dokter dengan kendala yg dialami.",5,0.0,0.0,Positive,"aplikasinya bagus untuk kemudahan yg diberikan, hanya masih kurang di keluhan yg sangat sedikit. mungkin bisa ditambah dengan keluhan sesuai spesialis pada dunia kedokteran. jadi bisa lebih spesifik bicara pada dokter dengan kendala yg dialami."
"aplikasinya bagus, sangat membantu",5,0.0,0.0,Positive,"aplikasinya bagus, sangat membantu"
"aplikasi yang oke banget, bisa konsultasi 24 jam, dan lagi tidak perlu keluar rumah buat periksa",5,0.0,0.0,Positive,"aplikasi yang oke banget, bisa konsultasi 24 jam, dan lagi tidak perlu keluar rumah buat periksa"
"aplikasi konsultasi kesehatan yang sangat baik, juga mudah digunakan.",5,0.0,0.0,Positive,"aplikasi konsultasi kesehatan yang sangat baik, juga mudah digunakan."
"aplikasinya sangat user friendly, bisa video call memudahkan anda berkonsultasi dengan dokter, dokternya pun banyak, dari mulai dokter spesialis sampai dokter umum semuanya ahli dan terpercaya.",5,0.375,0.5,Positive,"aplikasinya sangat user friendly, bisa video call memudahkan anda berkonsultasi dengan dokter, dokternya pun banyak, dari mulai dokter spesialis sampai dokter umum semuanya ahli dan terpercaya."
aplikasi ini membantu bagi masyarakat untuk menjangkau dokter profesional hanya melalui aplikasi di smartphone. sangat bermanfaat.,5,0.0,0.0,Positive,aplikasi ini membantu bagi masyarakat untuk menjangkau dokter profesional hanya melalui aplikasi di smartphone. sangat bermanfaat.
aplikasi yang bagus. dapat konsultasi dengan video call sangat efektif dan efisien tanpa perlu mendatangi secara langsung. aplikasi juga mudah untuk digunakan tanpa ribet mantap 👍👍👍👍👍,5,0.0,0.0,Positive,aplikasi yang bagus. dapat konsultasi dengan video call sangat efektif dan efisien tanpa perlu mendatangi secara langsung. aplikasi juga mudah untuk digunakan tanpa ribet mantap 👍👍👍👍👍
"good app, and very easy to use. you should trying this app",5,0.6316666666666666,0.8,Positive,"good app, and very easy to use. you should trying this app"
aplikasi yang sangat bermanfaat dan memudahkan kita dalam berkonsultasi,5,0.0,0.0,Positive,aplikasi yang sangat bermanfaat dan memudahkan kita dalam berkonsultasi
aplikasi sangat berguna dan informatif. sangat terbantu terutama di tengah wabah covid-19 yang membatasi gerak untuk konsultasi kesehatan secara offline,5,0.0,0.0,Positive,aplikasi sangat berguna dan informatif. sangat terbantu terutama di tengah wabah covid-19 yang membatasi gerak untuk konsultasi kesehatan secara offline
it's so useful for me. we can ask the doctor whenever we need. there are articles to acknowledge us about health. great app👍🏻👍🏻👍🏻,5,0.55,0.375,Positive,it's so useful for me. we can ask the doctor whenever we need. there are articles to acknowledge us about health. great app👍🏻👍🏻👍🏻
"aplikasinya mudah digunakan, interfacenya mudah digunakan. tidak harus langsung ke dokter apabila ada terasa yang beda di tubuh tinggal tanya dirumah.",5,0.0,0.0,Positive,"aplikasinya mudah digunakan, interfacenya mudah digunakan. tidak harus langsung ke dokter apabila ada terasa yang beda di tubuh tinggal tanya dirumah."
amazing and very useful app. i can consult without going to hospital.,5,0.49500000000000005,0.45,Positive,amazing and very useful app. i can consult without going to hospital.
"keren bgt aplikasinya kak, semoga lebih baik kedepannya!",5,0.0,0.0,Positive,"keren bgt aplikasinya kak, semoga lebih baik kedepannya!"
aplikasinya keren.. tampilan app bagus. 👍,5,0.0,0.0,Positive,aplikasinya keren.. tampilan app bagus. 👍
sejujurnya ini sangat membantu saya sekali. saya berterimakasih untuk apk ini. bagus,5,0.0,0.0,Positive,sejujurnya ini sangat membantu saya sekali. saya berterimakasih untuk apk ini. bagus
"aplikasi yang sangat membantu, mudah menggunakannya, dan sangat bermanfaat",5,0.0,0.0,Positive,"aplikasi yang sangat membantu, mudah menggunakannya, dan sangat bermanfaat"
really helpful app. i can consult wherever anda whenever i want.,5,0.2,0.2,Positive,really helpful app. i can consult wherever anda whenever i want.
"bagus banget, bisa konsultasi melalui video call jadi ga harus pergi ke dokter deh. bagus deh pokoknya",5,0.0,0.0,Positive,"bagus banget, bisa konsultasi melalui video call jadi ga harus pergi ke dokter deh. bagus deh pokoknya"
sangat membantu untuk konsultasi kesehatan,5,0.0,0.0,Positive,sangat membantu untuk konsultasi kesehatan
aplikasi ini sangat membantu saya untuk konsultasi kesehatan,5,0.0,0.0,Positive,aplikasi ini sangat membantu saya untuk konsultasi kesehatan
oke,5,0.0,0.0,Positive,oke
tq yesdok sangat membantu sekali stdknya jd lega ketika takut untuk kunsultasi k rs ada aplikasi yesdok yg sangat membantu..terima kasih ya... bisa vc with dokternya lgsg 😇🙏 mantap,5,0.0,0.0,Positive,tq yesdok sangat membantu sekali stdknya jd lega ketika takut untuk kunsultasi k rs ada aplikasi yesdok yg sangat membantu..terima kasih ya... bisa vc with dokternya lgsg 😇🙏 mantap
aplikasi bermanfaat,5,0.0,0.0,Positive,aplikasi bermanfaat
aplikasi yang sangat membantu... terima kasih,5,0.0,0.0,Positive,aplikasi yang sangat membantu... terima kasih
